label,text
0,And this is the best airplane to do that kind of mission .
0,The civilians apparently including young Croat soldiers who had abandoned their uniforms were offered the choice of leaving or staying by a UN aid worker .
0,Against one wall stood a grand armchair made with books and tied together with string .
1,The ambulance guaranteed me I was n't having a heart attack .
0,"A woman motorist suffered minor injuries when her car was in collision with an ambulance at a junction on Newbiggin Road in Ashington , Northumberland ."
1,I was celebrating and got told off by the St John Ambulance for jumping around !
1,Spring is a time to be updated on your pedicures as well because open toes are a must for this season . 
1,They were assaulted and one of the suspects smashed a beer over one of the victim 's head .
0,"In response to 50 percent of all emergency calls , an ambulance will reach the patient within eight minutes ."
0,'' What were you doing on the bus ?
0,He is now married and is the proud father of a three week old baby boy .
0,"Why , for example , did the author of Lucky Jim wait for nearly ten years before following his own hero to the metropolis ?"
1,Rob Moore plans to be the first to navigate round the island on a sail .
1,"In actuality , I parted my lips just enough to exhale a plume of cigarette . "
0,"The author was James Meade , a young economist working in the Cabinet Office ."
0,"It was just ten minutes to nine , and Richard walked by on his way up to World 's End to catch a bus to the office ."
0,I was carried down to the ambulance and taken to a Kendal hospital .
0,"The beer was passable , the soaked bread excellent and the goat 's cheese most tasty if rather powerful ."
0,"And , with a little nod , he followed one of the paramedics out to join the co-pilot in the last of the ambulances ."
0,But the author of The Cloud does not discuss these in his monograph .
1,Union Station FlyAway buses to LAX increase by $1 this spring .
0,Who can say whether the spirit of nature does possess a beauty or an importance greater than the purely physical or rather mechanical objects ?
0,Mercury thermometers are prohibited on airplanes for a crucial reason .
0,A muddy cut through the jungle showed where the last car had passed around it .
0,"Lots of boats and ferries tour the islands , and many excursions are available ."
0,"As a precaution , since cold iron is repulsive to fairies , scissors or nails could be suspended over the crib to keep the baby safe ."
0,"Fumie Yoshida , who survived the Hiroshima blast aged 16 but lost her father , brother and sister , said she had paid her respects privately ."
1," Cigarettes are an important indoor air pollutant , '' Mills said . "
0,"Hank silently drank down his beer , and hoped he had made the right move in telling his father ."
0,"The only German prisoner ever to escape from Britain , described in the book The One that Got Away , made his first attempt from Fetherstone ."
0,A Malaysian was jailed for five years for biting off the finger of a policeman who stopped him from stealing a motorcycle .
0,"Ignoring him , she looked down to put milk and sugar into her cup ."
0,The speed at which the grinding was done could also be controlled by changing the angle of the wooden slats in the sails .
1,"In the original Broadway production , there was also solo violin . "
0,He screwed the top back on to his pen and clipped that in beside them .
0,This is derived from the British firebombing of civilians in Dresden in World War II and the US atomic bombs dropped on Hiroshima and Nagasaki .
0,"Then , as we turned onto the main road -- a dual carriageway -- a car came careering full speed down the road on our side ."
0,"The woman pulled on her cigarette , then blew the smoke away straight up into the air with an exaggerated abandonment ."
1,The ambulance tried to resuscitate the passenger and somebody called out the driver was still alive and moving .
1,"She was a tomboy who could match skills with any of the boys , and blossomed into an independent Hollywood beauty ."
0,The baby was born in November 1990 .
1,"We plan to accommodate more guitars , especially classical / nylon string which generally have wider necks ."
0,"In comparison with modern nuclear weapons , the bomb dropped on Hiroshima seems insignificant ."
0,"Half the space is taken up by a picture of a violin -- ah yes , but one with a broken string ."
0,"On each left hand page , facing each of the photographs , is a street plan of the centre of Hiroshima ."
0,"Flown home by ambulance plane , he spent seven weeks in intensive care in Charing Cross Hospital ."
0,"Rory Scott recalls dancing with Diana in front of the then Prime Minister , Margaret Thatcher , and embarrassing himself by continually standing on Diana 's toes ."
0,Richard hit the ball on the car .
0,"Military men not only in Switzerland but in Britain , Germany , and above all France , received copies with the author 's compliments ."
0,Did the old man play the violin ?
0,"The violin covers both the alto and soprano ranges , the viola those of the tenor and alto , and the cello all four vocal parts ."
0,It is felt that traditional keyboard skills are not required by learners before they embark on work-processing .
1,"The lawyer quipped from a cloud of cigar that he "" expects to be fined a thousand pounds or thereabouts "" ."
1,"As a teenager , he was taught guitar by his cousin . "
0,And we took the mother to Bangor next day in the ambulance .
0,"The author was Paul V. Schleyer , and his paper was to exert an astonishing influence on the pattern of subsequent work on the chemistry of cage hydrocarbons ."
1,The ' due date ' for your baby is only a good estimate . 
0,I will be able to look after the baby .
0,Within minutes she and Nina were in the ambulance being driven across the vast factory to the section where the accident had taken place .
0,'' When I 'm a famous author will you do my illustrations ? ''
